#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:mbd_twin_evidence" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:mbd_twin_evidence" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:mbd_twin_evidence" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.mbd_twin_evidence" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:mbd_twin_evidence" name="distribution" x="@birthRate.t:mbd_twin_evidence">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="KappaPrior.s:mbd_twin_evidence" name="distribution">
#            <parameter id="kappa.s:mbd_twin_evidence" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.1" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="ClockPrior.c:mbd_twin_evidence" name="distribution">
#            <parameter id="clockRate.c:mbd_twin_evidence" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.150" name="distr" upper="Infinity"/>
#        </prior>
#        <distribution id="auto_name_1.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:mbd_twin_evidence">
#            <taxonset id="auto_name_1" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="t1" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t8" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t6" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t9" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t13" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t11" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t16" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t7" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t5" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t14" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t12" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t10" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t3" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t15" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.151" name="distr">
#                <parameter estimate="false" id="RealParameter.300" name="mean" spec="beast.core.parameter.RealParameter">8.0</parameter>
#                <parameter estimate="false" id="RealParameter.301" name="sigma" spec="beast.core.parameter.RealParameter">1.0E-4</parameter>
#            </Normal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@mbd_twin_evidence" id="treeLikelihood.mbd_twin_evidence" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:mbd_twin_evidence">
#            <siteModel id="SiteModel.s:mbd_twin_evidence" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:mbd_twin_evidence" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:mbd_twin_evidence" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:mbd_twin_evidence" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:mbd_twin_evidence" kappa="@kappa.s:mbd_twin_evidence" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:mbd_twin_evidence" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:mbd_twin_evidence" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:mbd_twin_evidence" id="StrictClock.c:mbd_twin_evidence" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	NSlikelihood	posterior	likelihood	prior	treeLikelihood.mbd_twin_evidence	TreeHeight	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	YuleModel	birthRate	logP(mrca(auto_name_1))	mrca.age(auto_name_1)	clockRate
0	-19424.40208714064	-21899.294404918557	-19424.40208714064	-2474.8923177779184	-19424.40208714064	8.0070046082823	1.6895324191918688	0.25	0.258157538812817	0.25730029996082643	0.23454216122635652	-28.21795954945002	0.3109833250252027	-2444.9354575841166	8.0070046082823	338.7588321769649
1	-19413.440336361633	-21890.446867312625	-19413.440336361633	-2477.0065309509937	-19413.440336361633	8.0070046082823	3.46889865490709	0.25702428612512535	0.2533372805734922	0.24867603218756612	0.24096240111381628	-29.666128030986496	0.2549662449539639	-2444.9354575841166	8.0070046082823	15133.190932114185
2	-19413.43799940455	-21886.951521864514	-19413.43799940455	-2473.513522459965	-19413.43799940455	8.0070046082823	1.1124225295101253	0.25702428612512535	0.2533372805734922	0.24867603218756612	0.24096240111381628	-27.073996103209705	0.33850386301692337	-2444.9354575841166	8.0070046082823	12940.208530806309
3	-19410.64510405692	-19439.278815782207	-19410.64510405692	-28.633711725288293	-19410.64510405692	7.999607277731042	0.7006059060227755	0.25702428612512535	0.2456123122849637	0.2533957510988532	0.24396765049105767	-27.839071776189705	0.2514374622717394	0.579862811989809	7.999607277731042	7877.663744436098
4	-19410.022760483756	-19433.302819814635	-19410.022760483756	-23.28005933087777	-19410.022760483756	7.999607277731042	0.7617117364122883	0.25702428612512535	0.2456123122849637	0.25262677828373686	0.24473662330617402	-22.472119951578378	0.7824027849153949	0.579862811989809	7.999607277731042	36432.25118573898
5	-19408.762509790104	-19445.985554966526	-19408.762509790104	-37.22304517642131	-19408.762509790104	7.999607277731042	1.7651863865240995	0.25702428612512535	0.24251452996525047	0.25218894445079704	0.24827223945882707	-36.03292077465349	0.3210968470020369	0.579862811989809	7.999607277731042	384840.7041048851
6	-19408.18187404524	-19434.238601108438	-19408.18187404524	-26.056727063199837	-19408.18187404524	7.999607277731042	0.39132870973425166	0.25702428612512535	0.24792450081741638	0.24677897359863113	0.24827223945882707	-25.230587858788972	0.48569475627888276	0.579862811989809	7.999607277731042	1.1124748461927366E7
7	-19407.935925479505	-19440.90569170141	-19407.935925479505	-32.969766221903924	-19407.935925479505	7.999607277731042	0.20604106882714404	0.24873949918017868	0.24402336942448974	0.24983407227404344	0.257403059121288	-31.857707452403154	0.16179119412561244	0.579862811989809	7.999607277731042	3.3140010826125026E8
8	-19407.62783530764	-19437.452785760564	-19407.62783530764	-29.824950452924874	-19407.62783530764	7.999607277731042	0.5213164075235049	0.25269801216865134	0.24129038933074146	0.24983407227404344	0.2561775262265637	-29.041452260531287	0.3673695475695043	0.579862811989809	7.999607277731042	3.990153021739954E9
9	-19407.614047926076	-19436.89496680861	-19407.614047926076	-29.28091888253464	-19407.614047926076	7.999607277731042	0.8397469517068867	0.2528044671876401	0.24129038933074146	0.24972761725505468	0.2561775262265637	-28.451813932610257	0.34632060986151325	0.579862811989809	7.999607277731042	8.890994137706764E9
10	-19407.069125991915	-19438.47088330378	-19407.069125991915	-31.40175731186654	-19407.069125991915	7.999607277731042	2.50184351235207	0.2528044671876401	0.24402607612405053	0.24709127337863857	0.25607818330967075	-29.920307174215736	0.29953015892533663	0.579862811989809	7.999607277731042	2.246124995430014E10
11	-19407.069125991915	-19438.47088330378	-19407.069125991915	-31.40175731186654	-19407.069125991915	7.999607277731042	2.50184351235207	0.2528044671876401	0.24402607612405053	0.24709127337863857	0.25607818330967075	-29.920307174215736	0.29953015892533663	0.579862811989809	7.999607277731042	2.246124995430014E10
12	-19407.069125991915	-19438.47088330378	-19407.069125991915	-31.40175731186654	-19407.069125991915	7.999607277731042	2.50184351235207	0.2528044671876401	0.24402607612405053	0.24709127337863857	0.25607818330967075	-29.920307174215736	0.29953015892533663	0.579862811989809	7.999607277731042	2.246124995430014E10
13	-19407.067888708712	-19437.197403801318	-19407.067888708712	-30.129515092606795	-19407.067888708712	7.999607277731042	1.746980356789214	0.2527466753483525	0.24402607612405053	0.2471490652179262	0.25607818330967075	-28.946859089099327	0.264157171149592	0.579862811989809	7.999607277731042	1.1792025502179745E11
14	-19407.067888708712	-19437.197403801318	-19407.067888708712	-30.129515092606795	-19407.067888708712	7.999607277731042	1.746980356789214	0.2527466753483525	0.24402607612405053	0.2471490652179262	0.25607818330967075	-28.946859089099327	0.264157171149592	0.579862811989809	7.999607277731042	1.1792025502179745E11
15	-19407.03677360703	-19432.999709191612	-19407.03677360703	-25.96293558458439	-19407.03677360703	7.999607277731042	1.4208304506518894	0.25551433566620607	0.24402607612405053	0.2471490652179262	0.25331052299181717	-24.91479076816978	0.4482339698523503	0.579862811989809	7.999607277731042	4.222756521110854E11
