#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:mbd_twin_evidence" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:mbd_twin_evidence" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:mbd_twin_evidence" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.mbd_twin_evidence" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:mbd_twin_evidence" name="distribution" x="@birthRate.t:mbd_twin_evidence">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="kappa1Prior.s:mbd_twin_evidence" name="distribution">
#            <parameter id="kappa1.s:mbd_twin_evidence" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.1" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="kappa2Prior.s:mbd_twin_evidence" name="distribution">
#            <parameter id="kappa2.s:mbd_twin_evidence" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.3" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="ClockPrior.c:mbd_twin_evidence" name="distribution">
#            <parameter id="clockRate.c:mbd_twin_evidence" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.150" name="distr" upper="Infinity"/>
#        </prior>
#        <distribution id="auto_name_1.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:mbd_twin_evidence">
#            <taxonset id="auto_name_1" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="t1" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t8" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t6" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t9" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t13" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t11" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t16" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t7" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t5" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t14" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t12" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t10" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t3" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t15" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.151" name="distr">
#                <parameter estimate="false" id="RealParameter.300" name="mean" spec="beast.core.parameter.RealParameter">8.0</parameter>
#                <parameter estimate="false" id="RealParameter.301" name="sigma" spec="beast.core.parameter.RealParameter">1.0E-4</parameter>
#            </Normal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@mbd_twin_evidence" id="treeLikelihood.mbd_twin_evidence" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:mbd_twin_evidence">
#            <siteModel id="SiteModel.s:mbd_twin_evidence" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:mbd_twin_evidence" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:mbd_twin_evidence" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:mbd_twin_evidence" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="tn93.s:mbd_twin_evidence" kappa1="@kappa1.s:mbd_twin_evidence" kappa2="@kappa2.s:mbd_twin_evidence" spec="beast.evolution.substitutionmodel.TN93">
#                    <frequencies id="estimatedFreqs.s:mbd_twin_evidence" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:mbd_twin_evidence" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:mbd_twin_evidence" id="StrictClock.c:mbd_twin_evidence" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	NSlikelihood	posterior	likelihood	prior	treeLikelihood.mbd_twin_evidence	TreeHeight	kappa1	kappa2	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	YuleModel	birthRate	logP(mrca(auto_name_1))	mrca.age(auto_name_1)	clockRate
0	-19421.750491904473	-19586.47979679321	-19421.750491904473	-164.72930488873521	-19421.750491904473	8.001694847305302	0.88520122391962	5.080726900960685	0.25052683085547917	0.2529319350955354	0.26051194678577444	0.23602928726321093	-25.07967728390387	0.30178343793315954	-135.3339675757019	8.001694847305302	942.6838815163746
1	-19414.667846113505	-19587.465259280452	-19414.667846113505	-172.7974131669464	-19414.667846113505	8.001694847305302	2.282965065085985	4.064948319484004	0.2474513266788238	0.25231481747720724	0.25732313309558696	0.242910722748382	-32.88984195436991	0.2671560296624581	-135.3339675757019	8.001694847305302	11558.25069893606
2	-19408.928720665834	-19578.611655713565	-19408.928720665834	-169.68293504773277	-19408.928720665834	8.001694847305302	2.791605118250203	1.828938589065591	0.25956158326102047	0.2436463325683535	0.24888119267595069	0.24791089149467532	-30.383975961419818	0.24558634740167512	-135.3339675757019	8.001694847305302	203658.8172248328
3	-19408.788236461653	-19460.87518460216	-19408.788236461653	-52.086948140504845	-19408.788236461653	7.999259996402783	1.0771958447691492	0.48269899222504753	0.25478724868433866	0.2436463325683535	0.25365552725263246	0.24791089149467532	-30.13782683781786	0.26003405705645893	-19.088864355944864	7.999259996402783	1.0377842746968845E8
4	-19408.22032555829	-19462.217144314734	-19408.22032555829	-53.99681875644592	-19408.22032555829	7.999259996402783	1.522589475165062	0.7707689775679764	0.2574767105166801	0.2436463325683535	0.2501970926051747	0.24867986430979167	-31.847921733783608	0.20517464617361714	-19.088864355944864	7.999259996402783	4.2548617367302924E8
5	-19408.22032555829	-19462.217144314734	-19408.22032555829	-53.99681875644592	-19408.22032555829	7.999259996402783	1.522589475165062	0.7707689775679764	0.2574767105166801	0.2436463325683535	0.2501970926051747	0.24867986430979167	-31.847921733783608	0.20517464617361714	-19.088864355944864	7.999259996402783	4.2548617367302924E8
6	-19407.997877721195	-19459.35982350282	-19407.997877721195	-51.36194578162364	-19407.997877721195	7.999259996402783	2.8581103566393176	0.7707689775679764	0.2574767105166801	0.2464238805992303	0.2474195445742979	0.24867986430979167	-28.68999034311155	0.23955849046922928	-19.088864355944864	7.999259996402783	2.861748565124922E9
7	-19407.997877721195	-19459.35982350282	-19407.997877721195	-51.36194578162364	-19407.997877721195	7.999259996402783	2.8581103566393176	0.7707689775679764	0.2574767105166801	0.2464238805992303	0.2474195445742979	0.24867986430979167	-28.68999034311155	0.23955849046922928	-19.088864355944864	7.999259996402783	2.861748565124922E9
8	-19406.915668448026	-19463.223832325715	-19406.915668448026	-56.30816387769058	-19406.915668448026	7.999259996402783	2.870291218196074	0.3948632146292862	0.25394873499805887	0.2464238805992303	0.24631240184982825	0.25331498255288254	-33.61799062477957	0.2625695329208155	-19.088864355944864	7.999259996402783	4.316010250733566E9
9	-19406.889657220112	-19460.208755390428	-19406.889657220112	-53.31909817031623	-19406.889657220112	7.999259996402783	2.870291218196074	1.7795568557683796	0.25373212243598814	0.2464238805992303	0.246529014411899	0.25331498255288254	-30.256914824552275	0.1981046860669219	-19.088864355944864	7.999259996402783	1.2802545465821878E11
10	-19406.889657220112	-19460.208755390428	-19406.889657220112	-53.31909817031623	-19406.889657220112	7.999259996402783	2.870291218196074	1.7795568557683796	0.25373212243598814	0.2464238805992303	0.246529014411899	0.25331498255288254	-30.256914824552275	0.1981046860669219	-19.088864355944864	7.999259996402783	1.2802545465821878E11
11	-19406.889657220112	-19460.208755390428	-19406.889657220112	-53.31909817031623	-19406.889657220112	7.999259996402783	2.870291218196074	1.7795568557683796	0.25373212243598814	0.2464238805992303	0.246529014411899	0.25331498255288254	-30.256914824552275	0.1981046860669219	-19.088864355944864	7.999259996402783	1.2802545465821878E11
12	-19406.889657220112	-19460.208755390428	-19406.889657220112	-53.31909817031623	-19406.889657220112	7.999259996402783	2.870291218196074	1.7795568557683796	0.25373212243598814	0.2464238805992303	0.246529014411899	0.25331498255288254	-30.256914824552275	0.1981046860669219	-19.088864355944864	7.999259996402783	1.2802545465821878E11
13	-19406.889657220112	-19460.208755390428	-19406.889657220112	-53.31909817031623	-19406.889657220112	7.999259996402783	2.870291218196074	1.7795568557683796	0.25373212243598814	0.2464238805992303	0.246529014411899	0.25331498255288254	-30.256914824552275	0.1981046860669219	-19.088864355944864	7.999259996402783	1.2802545465821878E11
14	-19406.889657220112	-19460.208755390428	-19406.889657220112	-53.31909817031623	-19406.889657220112	7.999259996402783	2.870291218196074	1.7795568557683796	0.25373212243598814	0.2464238805992303	0.246529014411899	0.25331498255288254	-30.256914824552275	0.1981046860669219	-19.088864355944864	7.999259996402783	1.2802545465821878E11
15	-19406.88965722011	-19463.03592126859	-19406.88965722011	-56.14626404848115	-19406.88965722011	7.999259996402783	2.8471126029072953	6.148665727998252	0.25373212243598814	0.2464238805992303	0.246529014411899	0.25331498255288254	-31.696812203340397	0.27661427474122624	-19.088864355944864	7.999259996402783	2.653894829831557E12
16	-19406.889657220105	-19462.333841848762	-19406.889657220105	-55.444184628658874	-19406.889657220105	7.999259996402783	1.5531233244227491	6.37776347095486	0.25373212243598814	0.2464238805992303	0.246529014411899	0.25331498255288254	-31.44507942944103	0.19789674756602804	-19.088864355944864	7.999259996402783	2.3857622421270404E11
